headline,date,id
b'Prince\xe2\x80\x99s Addiction and an Intervention Too Late',2016-05-05,572a414838f0d81d0f191cc8
b'The Fashion News to Know This Week',2016-04-22,571a515f38f0d830b440b904
b'Prince\xe2\x80\x99s Doctor Arrived With Test Results Only to Find Him Dead',2016-05-11,5732788138f0d83b1f37146a
b'Stevie Nicks to Honor Prince During Upcoming US Tour',2016-09-13,57d7f67038f0d83c2bdf8222
b'How Rudy Van Gelder Shaped the Sound of Jazz as We Know It',2016-08-27,57c0704738f0d834fc45a967
b'New York City Opera to Join Forces With Harold Prince Next Season',2016-05-25,5744ac0538f0d821f0cf87e9
"b'Review: It\xe2\x80\x99s Coldplay, Starring Beyonc\xc3\xa9, at Super Bowl Halftime Show'",2016-02-08,56b8075138f0d87ed55e9706
b'What Happens to Prince\xe2\x80\x99s Estate Without a Will?',2016-05-04,572a57d738f0d81d0f191d13
"b'Sorry, Ms. Jackson: You\xe2\x80\x99re Underrated. \xe2\x80\x98Control\xe2\x80\x99 at 30'",2016-08-09,57a903bb38f0d86e6ca05164
"b'Home, Studio of Late U.S. Rocker Prince to Be Opened to Public'",2016-08-25,57bef19f38f0d850d30c9333
"b'Paisley Park, Home of Prince, Opens for Public Tours Oct. 6'",2016-08-24,57be362038f0d850d30c911c
"b'Paisley Park, Home of Prince, Opens for Public Tours Oct. 6'",2016-08-25,57bee51638f0d850d30c930a
"b'\xe2\x80\x98War Music,\xe2\x80\x99 by Christopher Logue'",2016-02-28,56d090fd38f0d838257359a7
b'5 Standout Moments From the 2016 V.M.A.s',2016-08-29,57c3fd6038f0d846b272d6d0
"b'World\xe2\x80\x99s Fair, and Queens, in the Meadows Festival Spotlight'",2016-09-30,57ed957d253f0a4a5c188bad
b'Rival Ryder Cup Fans and Their Swinging Serenades',2016-09-28,57e93d93253f0a6bb40cbfeb
b'APNewsBreak: Official Prince Tribute Concert Set for October',2016-07-28,579a6fdf38f0d81bd1ba56f1
b'Drake\xe2\x80\x99s \xe2\x80\x98Views\xe2\x80\x99 Opens Huge With the Biggest Sales Week of 2016',2016-05-10,5730de5638f0d81c1525b487
"b'Classical Music to Come: A Finnish Star, Minimalism and Wagner'",2016-09-18,57dc2b7b38f0d84ba6a0c61a
b'President Obama\xe2\x80\x99s Emotional Spotify Playlist Is a Hit',2016-08-15,57b0fcab38f0d87f03b1477a
"b'The Modern Love Podcast: Tituss Burgess Reads \xe2\x80\x98A Prince Charming for the Prom (Not Ever After, Though)\xe2\x80\x99'",2016-08-17,57b4cd5b38f0d8439b98b54d
"b""Prince Bought Minneapolis House Featured in 'Purple Rain'""",2016-07-19,578ea25d38f0d84bd30e9408
b'Pop &amp; Rock Listings for Aug. 12-18',2016-08-12,57ad100a38f0d849169cc143
b'Beyonc\xc3\xa9 Honors Prince as \xe2\x80\x98Formation\xe2\x80\x99 Tour Kicks Off in Miami',2016-04-29,5721916238f0d83acb9a62cf
b'Judge Says He May Allow Cameras in Prince Estate Proceedings',2016-07-28,579a042c38f0d87cf647e4b9
"b""Adele: I Won't Sing at Super Bowl; Show 'Not About Music'""",2016-08-14,57b10bc538f0d87f03b14792
b'Apple Music Posts New Frank Ocean Video Album',2016-08-19,57b6aa6038f0d85e80c66dff
b'Prince Offered a Ticket to a Forbidden World in His Music',2016-04-22,571a8fc138f0d830b440ba1f
b'Social Media Mourns Death of Music Legend Prince',2016-04-21,57192a5a38f0d80deffe5bcb
b'Factbox: The Life of Pop Superstar Prince in Music and Film',2016-04-22,571a05c038f0d80deffe5f90
b'5 Ways Prince Slammed High Tech in Music',2016-04-22,5719c24738f0d80deffe5e53
b'Factbox: The Life of Pop Superstar Prince in Music and Film',2016-04-21,57193ca238f0d80deffe5c27
b'Singer The Weeknd Dedicates Billboard Music Award to Prince',2016-05-22,574235dc38f0d87318c476e9
"b'Things to Do in Connecticut, Aug. 6 Through 14'",2016-08-07,57a3b8c138f0d82e7f95783b
"b'Prince and Sports: Music in Blood, Basketball in His Heart'",2016-04-21,57197b4b38f0d80deffe5d53
"b'Things to Do in the Hudson Valley, Aug. 6 Through 14'",2016-08-07,57a3b72938f0d82e7f957835
b'Review: \xe2\x80\x98Pers\xc3\xa9e et Androm\xc3\xa8de\xe2\x80\x99 Glows at Manhattan School of Music',2016-05-02,57267dab38f0d81e1a727865
"b'Hal Prince Withdraws From &#8216;The Band&#8217;s Visit,&#8217; and David Cromer Will Direct'",2016-02-01,56afbb6338f0d849125592a0
"b'Arts Center at Ground Zero Has a New Design, and Barbra Streisand in Charge'",2016-09-09,57d17d1638f0d82f70ca1351
"b'The Playlist: Thundercat Unplugs, Young M.A. Gets Remixed'",2016-08-27,57c09b8438f0d834fc45a9ea
b'Who Needs Sets or Fancy Costumes for These Mozart Operas?',2016-08-20,57b7622238f0d87c6b50c543
"b'New Albums From Aoife O\xe2\x80\x99Donovan, Aru\xc3\xa1n Ortiz Trio, Dr. Lonnie Smith and Others'",2016-01-24,569fb68d38f0d85519ba7d72
b'Is Bandcamp the Holy Grail of Online Record Stores?',2016-08-20,57b777bb38f0d87c6b50c581
"b'Things to Do in the Hudson Valley, July 30 Through Aug. 7'",2016-07-31,579a88e038f0d81bd1ba5748
b'Drake Holds Off Beyonc\xc3\xa9 and Radiohead for Another Week at No. 1',2016-05-17,573a48e738f0d84a2689a752
b'Barbra Streisand Sets the Record Straight',2016-08-07,57a1cece38f0d8762aab6a99
"b'Review: \xe2\x80\x98We Are King,\xe2\x80\x99 With Its Deep R&amp;B Strategies, Is a Musicians\xe2\x80\x99 Album'",2016-02-04,56b2777638f0d82036f0a872
b'Review: Maxwell\xe2\x80\x99s Sensual R&amp;B Makes a Big Room Intimate',2016-02-16,56c2569938f0d810c38f607c
b'Review: Les Arts Florissants in a Heady Mix of Cabaret and Miley Cyrus',2016-04-16,5711565938f0d86b7a1cd197
b'Rihanna\xe2\x80\x99s \xe2\x80\x98Anti\xe2\x80\x99 Is the Record You Make When You Don\xe2\x80\x99t Need to Sell Records',2016-02-08,56b91ca438f0d8035b1d6174
b'Spotify Reaches Settlement With Publishers in Licensing Dispute',2016-03-18,56eb431b38f0d82753b97373
b'How an Unlikely Duo Became the Hottest Songwriters in Pop Music',2016-01-10,568e914538f0d82b2249c72f
b'A Day With Prince at Paisley Park',2016-04-21,57193fc738f0d80deffe5c3b
"b""'He Was Family': Music Star Prince Stayed Home in Minnesota""",2016-04-24,571c61c138f0d84a765c09cc
b'Sales Soar for Late Singer Prince as His Music Tops Billboard Charts',2016-04-25,571e8d3338f0d86688737144
"b'Prince, Haggard, Bowie, White, Frey: Lousy Year for Music'",2016-04-22,5719b59e38f0d80deffe5e2d
"b""'He Was Family': Music Star Prince Stayed Home in Minnesota""",2016-04-23,571bcbf538f0d84a765c08f3
b'Music Superstar Prince Dies Aged 57 at Minnesota Home',2016-04-21,571907e438f0d80deffe5b30
b'Slave Trade: How Prince Re-Made The Music Business',2016-05-01,572655c338f0d81e1a7277e8
"b'Things to Do in Connecticut, July 23 Through 31'",2016-07-24,579132be38f0d87a83eba759
"b'Things to Do in the Hudson Valley, July 23 Through 31'",2016-07-24,57912ff938f0d87a83eba74f
"b""Dracula Comes 'a-Live' With Music""",2016-07-05,577bfeed38f0d849682ddb0f
b'News Q&#8217;s | The Life and Legacy of Prince',2016-04-25,571dd93238f0d8550bf1a881
"b""A Synthesizer of Sounds, Prince 'Rewrote the Rulebook'""",2016-04-22,5719c51e38f0d80deffe5e5e
b'Review: Royal Shakespeare Company\xe2\x80\x99s \xe2\x80\x98King and Country\xe2\x80\x99 at BAM',2016-04-05,5702d88b38f0d828b0bfad03
b'Spotify Hires Troy Carter as a Liaison With Artists',2016-06-07,5755d6ce38f0d839b19247b6
b'You Might Be Overpaying for Streaming Music',2016-07-05,577bdb1f38f0d849682dda90
b'\xe2\x80\x98Your Favorite Band Is Killing Me\xe2\x80\x99 and \xe2\x80\x98Your Song Changed My Life\xe2\x80\x99',2016-06-05,574f1aa438f0d84d603091f0
"b""Artist Says Prince Illustrations Are Now 'Tribute' to Icon""",2016-04-24,571ca1c138f0d84a765c0a58
b'Prince Smashes Billboard Sales Records Following Death',2016-06-01,574f23e738f0d84d60309223
b'Heard of \xe2\x80\x98Aureliano in Palmira\xe2\x80\x99? You Probably Know the Overture',2016-07-16,5789538b38f0d829e63dde78
b'BET Awards Full of Prince Tributes and Political Moments',2016-06-26,576feb6838f0d8124116e7bd
b'Minneapolis Block Party for Prince Goes All Night',2016-04-22,571a132a38f0d80deffe5fca
b'APNewsBreak: Madonna to Honor Prince at Billboard Awards',2016-05-11,5733660538f0d857ffcae63f
"b'Whitney Houston, Prince Memorabilia to Hit Auction Block'",2016-06-23,576bc86338f0d83413c93f07
b'Starstruck Reporter Recalls Surprise Encounter With Prince',2016-04-21,571966d338f0d80deffe5d01
"b'The Latest: Superstar Singer, Songwriter Prince Dies at 57'",2016-04-21,571911f338f0d80deffe5b67
"b'Prince, Hugely Inventive, Influential Musician, Dead at 57'",2016-04-21,5719609d38f0d80deffe5ceb
b'Prince Estate Administrator Proposes Timeline for Claims',2016-06-03,5751978438f0d86ce3333394
"b""'Saturday Night Live' Airs Prince Tribute Show""",2016-04-24,571c524438f0d84a765c09bd
b'Billboard Producer Defends Choosing Madonna to Honor Prince',2016-05-18,573c742538f0d86c87c2ce7e
"b""A Prince on Screen, From 'Purple Rain' to 'Graffiti Bridge'""",2016-04-21,571958ea38f0d80deffe5cc9
"b""Minnesota Governor Declares 'Prince Day' to Mark Birthday""",2016-06-06,5755e9b938f0d839b19247f3
"b""Pop Icon Prince Writing Memoir 'The Beautiful Ones'""",2016-03-19,56ed18b938f0d866ee621758
"b""'Captain America' Team Pay Tribute to Prince""",2016-04-22,571a401a38f0d80deffe60a5
"b""Bassist: Prince Found 'Real Happiness' as Jehovah's Witness""",2016-05-03,5728464438f0d80b105e419e
"b'Madonna, Stevie Wonder Pay Homage to Prince at Billboard'",2016-05-22,5741bf0c38f0d86cbc753cbc
b'Key Prince Career Executives Retained for Estate Management',2016-06-16,5763749338f0d83da36e05fd
b'Prince Had Painkiller Percocet in His System: Reports',2016-05-05,572b807638f0d83ff98d7c43
"b'Opioid Medication Found on Prince, at Death Scene: Media'",2016-04-28,5721913538f0d83acb9a62cd
b'Prince Siblings in Probate Court in 1st Hearing on Estate',2016-05-02,5726e98438f0d81e1a7279b4
b'Review: Philharmonia Baroque Unearths a 300-Year-Old Rarity',2016-05-10,5731074e38f0d81c1525b4fc
b'Review: Ana Moura and Buika Negotiate Between Roots and Rules at Carnegie',2016-04-29,5722728338f0d83c40473aed
b'The Latest: Investigators Consider Overdose in Prince Death',2016-04-28,57223f4038f0d83c404739c7
b'Celebrities React With Anguish to Death of Prince at 57',2016-04-21,571911f938f0d80deffe5b68
"b'Grieving, Sheila E. Recounts Her Decades With Prince'",2016-04-22,571a976438f0d830b440ba3f
"b""Memorial for Prince Held at His Jehovah's Witnesses Church""",2016-05-15,57390a3138f0d83bc1f16209
"b""'Most Beloved' of Prince Family, Friends Bid Farewell""",2016-04-24,571c61bf38f0d84a765c09cb
"b'Paid Notice: Memorials  BRYANT, M. TRAVIS, PASSED AWAY ON MARCH 22, 2016 IN NEW YORK CITY. TRAVIS ATTENDED THE AMERICAN BOYCHOIR SCHOOL FROM 1952 TO 1958. HE APPEARED ON THE EARLY TV SERIES ""BONINO"" STARRING EZIO PINZA IN 1953. HE WAS A STAGE MANAGER FOR BUCKS COUNTY PLAYHOUSE AND THE NEW YORK CITY PRINCE STREET PLAYERS. TRAVIS JOINED THE NEW YORK TIMES IN 1980, RETIRING IN 2006 AS NEWSROOM NIGHT SUPERVISOR. TRAVIS, A LIFELONG COMPOSER, HAD WRITTEN OVER 30 SONGS, PLAYS AND LIBRETTI, INCLUDING ""THE TOWER OF BABEL,"" ""GENESIS"" AND ""REQUIEM FOR OUR MOTHERS"" WITH MUSIC BY HIS FATHER, DONALD BRYANT. MEMORIAL SERVICE MONTCLAIR UNITARIAN CONGREGATION, 67 CHURCH STREET, MONTCLAIR, NJ, APRIL 16, 2016, AT 5PM. 1'",2016-04-08,5711ab4d38f0d86b7a1cd259
b'Prince Died on Eve of Planned Meeting With Addiction Doctor',2016-05-04,572a09ba38f0d8018edde2fd
"b'Former Prince Assistant Says He Was Healthy, Energetic'",2016-05-03,57290bf438f0d8018edde046
b'Madonna Responds to Critics of Her Prince Tribute',2016-05-23,57436ae638f0d807404f0a0b
"b'Madonna Honors Prince, Dion Inspires at Billboard Awards'",2016-05-23,5742958c38f0d87318c47816
b'Review: The English Concert Performs Handel\xe2\x80\x99s \xe2\x80\x98Orlando\xe2\x80\x99 at Carnegie Hall',2016-03-15,56e72d5e38f0d83d7cbf4e22
b'Prince Was a One-Man Band and a Friend to Many Others',2016-04-25,571dc15338f0d8550bf1a803
"b'Your Monday Briefing: Prince, Donald Trump, Ohio'",2016-04-25,571de74d38f0d8550bf1a8ca
"b'The Latest: Feds, Including DEA, Join Prince Investigation'",2016-05-04,572a2e7738f0d81d0f191c90
b'The Latest: Prince to Be Honored in New Orleans Jazz Funeral',2016-04-22,571a2d3638f0d80deffe6045
"b""'Prince of Tides' Author Pat Conroy Dies at 70""",2016-03-04,56da668d38f0d83eee097a60
b'Review: Mayhem! Gambling! Disco! In \xe2\x80\x98Disaster!\xe2\x80\x99 It\xe2\x80\x99s All There for the Spoofing',2016-03-09,56df91b738f0d836dc035bdb
b'Loretta Lynn Mines a Legacy of Heartaches and High Notes',2016-02-28,56ceecca38f0d8622592d6c5
b'David Bowie: Invisible New Yorker',2016-01-17,569a22cd38f0d86a572ec212
"b'Your Friday Briefing: Prince, Elizabeth II, Shakespeare'",2016-04-22,5719f3d138f0d80deffe5f34
"b'Pros, Sure. But Reborn as Party Animals on the Dance Floor.'",2016-07-31,579b81ab38f0d83c0fcf7743
"b'Pat Conroy, Author of \xe2\x80\x98The Prince of Tides\xe2\x80\x99 and \xe2\x80\x98The Great Santini,\xe2\x80\x99 Dies at 70'",2016-03-05,56da68b138f0d83eee097a64
b'\xe2\x80\x98The Little Mermaid\xe2\x80\x99 to Be Performed Live in Los Angeles',2016-04-07,570589e138f0d86865ca5277
"b'Politically Charged BET Awards Honor Prince, Muhammad Ali'",2016-06-27,5770d42c38f0d81704054970
b'Minnesota Judge to Hold 2nd Hearing in Prince Estate Case',2016-06-26,576ff54638f0d8124116e7ce
"b""Sales of Prince Songs, Albums Spike After Superstar's Death""",2016-04-25,571db28e38f0d8550bf1a7d1
b'Review: \xe2\x80\x98Broadway Premieres\xe2\x80\x99 at Symphony Space',2016-04-09,57083e0e38f0d82e06069823
b'Review: Esperanza Spalding\xe2\x80\x99s Funk Enlightenment',2016-03-03,56d766a338f0d8655e09bb44
b'Review: Kelli O\xe2\x80\x99Hara\xe2\x80\x99s Operatic Turn in \xe2\x80\x98Dido and Aeneas\xe2\x80\x99',2016-04-30,5723dafd38f0d83e7bbb5664
b'Maxwell Is on His Own Timetable',2016-07-03,5774fbcb38f0d85f475784c0
"b""Beyonce's 'Lemonade' Tops Billboard, Prince Reigns on Album Chart""",2016-05-02,5727945a38f0d80b105e4009
"b'Prince Died Without a Will, Sister Lists Six Siblings as Heirs'",2016-04-26,571f991538f0d80819781aca
"b""Minnesota Governor Declares 'Prince Day' to Honor Late Singer""",2016-06-07,5756e95638f0d839b1924a57
"b'Dapper as Ever, Kid Creole Dresses Up His Songs for a New Musical'",2016-05-22,573daadf38f0d81236fa8163
b'Jazz Listings for May 6-12',2016-05-06,572bc08a38f0d83ff98d7dc5
b'Publicist: Pop Superstar Prince Dies at His Minnesota Home',2016-04-21,57190ae438f0d80deffe5b47
b'What Would Miles Davis Do? Robert Glasper Has an Idea',2016-05-26,5746152a38f0d84339750f1f
b'Life of Rock Superstar Prince Celebrated in New Comic Book',2016-06-03,5751fbf238f0d8118c45358d
"b""Sheila E., D'Angelo, The Roots to Honor Prince at BET Awards""",2016-06-07,5756f15838f0d8514b3cec15
"b'The Boy From Brooklyn: David Geffen Comes Home, With Cash to Spare'",2016-02-21,56c8474d38f0d83592db64c2
b'The Late: Tribute to Prince Closes Jazz Fest Day 1',2016-04-22,571a5bac38f0d830b440b94b
b'Minnesota Radio Station Arranges Prince Song Simulcast in US',2016-05-03,5729103f38f0d8018edde05a
b'Pop &amp; Rock Listings for March 25-31',2016-03-25,56f4618738f0d81726914f1e
"b'Stevie Wonder, Eric Benet, More Honor Prince in Los Angeles'",2016-05-07,572e292038f0d804c36c1574
"b""Prince Says He's Writing a Memoir, Performs for NYC Audience""",2016-03-18,56ec9dc138f0d866ee621687
b'Stevie Wonder Added to Prince Tribute Lineup at BET Awards',2016-06-23,576c3e4438f0d8520fd88feb
"b""LA Children's Choir Pays Homage to Prince With Musical Tribute""",2016-04-22,571aadc938f0d830b440baac
"b""Eric Clapton Recalls How Prince Inspired 'Holy Mother'""",2016-04-23,571bd52038f0d84a765c0905
b'Douglas Dons Purple in Honor of Prince at Tribeca Film Fest',2016-04-24,571ce3d338f0d84a765c0b45
b'Michelle Obama Helps Prince Harry Launch Second Invictus Games',2016-05-09,573068e838f0d80c20d0e17b
"b'Prince Cremated; Family, Friends Honor Him at Ceremony in Minnesota'",2016-04-23,571c0f7738f0d84a765c094b
b'Prince Estate Lawyers May Get Blood Sample for Possible Paternity Claims',2016-05-06,572d27b038f0d8660f313e14
b'Still No Will Found for Prince as Minnesota Court Opens Probate Process',2016-05-02,572734ba38f0d81e1a727a5c
b'Singer Prince Died of Accidental Painkiller Overdose: Medical Examiner',2016-06-02,57505c5c38f0d86ce3332fc8
b'Prince Fans Dance Grief Away at All-Night Minneapolis Party',2016-04-22,5719f7bc38f0d80deffe5f47
b'Prince Siblings Stand to Make Millions but Keep Low Profiles',2016-05-02,5727d10b38f0d80b105e40bd
"b""Beyond Music, Prince's Legacy Includes Black Activism""",2016-04-24,571cef2638f0d8550bf1a4de
"b""The Latest: Lawyer: Addiction Doctor Didn't Give Prince Meds""",2016-06-02,57506cb338f0d86ce333300b
b'Prince Death Sparks Minnesota Bill to Clarify Artist Rights',2016-05-10,5731ea7b38f0d81c1525b7bd
"b""Arsenio Hall Sues Sinead O'Connor Over Prince Drug Accusations""",2016-05-06,572cbeed38f0d83ff98d82bc
"b'Colorado Inmate Claims Prince Is His Father, Seeks DNA Test'",2016-05-10,57320ccf38f0d83b1f37131c
"b""'Prince of Tides' Author Pat Conroy Lauded After Death at 70""",2016-03-05,56db38e038f0d861835e2704
"b'Prince Family, Friends Bid a Loving Goodbye to Pop Icon'",2016-04-23,571b0d7538f0d830b440bbd9
b'Popcast: Prince\xe2\x80\x99s Fateful Flight and Judith Hill\xe2\x80\x99s Story',2016-06-24,576c130738f0d8520fd88f32
"b""Will Prince's Control of His Music Extend From the Grave?""",2016-04-22,571a050938f0d80deffe5f89
b'Left-Field Musicals Take Center Stage',2016-02-21,56c6035538f0d809a189bb7a
"b""Sinead O'Connor Is Known as Much for Her Opinions as Music""",2016-05-16,573a4c6738f0d84a2689a762
"b""Prince's Family Planning Memorial to Late Music Superstar""",2016-05-07,572e11f038f0d804c36c1516
b'Pop &amp; Rock Listings for May 20-26',2016-05-20,573e4a2038f0d8366bbdfe9b
"b'Love and Loss, Set to Music, During the Holocaust'",2016-05-05,572a6a3638f0d81d0f191d67
b'Beyonc&eacute; Will Join Coldplay at Super Bowl 50 Halftime Show',2016-01-08,568ff2d738f0d8376e3dece9
b'Brian Wilson Memoir Coming in October',2016-04-13,570d1d7338f0d804a21a3dfa
b'Review: Paul McCartney\xe2\x80\x99s Yesterdays. All of Them.',2016-05-06,572bb6ee38f0d83ff98d7d7e
"b'Review: For This Spin on \xe2\x80\x98Sleeping Beauty,\xe2\x80\x99 Someday Her Princess Will Come'",2016-05-02,5726840a38f0d81e1a727883
b'The Gospel Singer Mavis Staples to Get Kennedy Center Honor',2016-06-24,576bf97738f0d83413c93faf
"b'Papa Wemba\xe2\x80\x99s Influential, Cross-Cultural Chic'",2016-05-06,5720f01738f0d83acb9a5fc4
b'Avicii Retires From Performing Live',2016-03-30,56faa69638f0d816b6b7e105
b'How to Experience David Bowie\xe2\x80\x99s New York',2016-01-31,56a9075f38f0d80e5355c802
"b""Rap's Arrested Development Still Making Music on Their Terms""",2016-06-22,576a95ec38f0d80acef1718c
b'Kodak Black\xe2\x80\x99s \xe2\x80\x98Lil B.I.G. Pac\xe2\x80\x99 Wrestles With Hard Choices',2016-06-23,576b0ad638f0d83413c93d41
b'Coldplay and Beyonc\xc3\xa9 Hope to Match Past Spectacles at Super Bowl Halftime Show',2016-02-04,56b282ee38f0d82036f0a89f
b'Skepta and Dizzee Rascal Illustrate Grime\xe2\x80\x99s Push and Pull',2016-05-09,572fac7138f0d80c20d0dfd0
b'8 Ways to Celebrate David Bowie\xe2\x80\x99s Life in New York City',2016-01-31,569e884a38f0d85519ba79d2
"b'Peter Maxwell Davies, Contrarian British Composer, Dies at 81'",2016-03-15,56e724ec38f0d83d7cbf4e0a
b'How David Bowie Challenged MTV on Race',2016-01-14,5696b52b38f0d865e6c348bc
b'Pacific Northwest Ballet Returns to City Center',2016-02-21,56c71fed38f0d809a189bed0
b'Does Anybody Still Loathe Phil Collins? (Even \xe2\x80\x98In the Air Tonight\xe2\x80\x99?)',2016-01-29,56abeb4938f0d87a4195755c
b'Publicist Says Prince\xe2\x80\x99s Remains Cremated as Family and Bandmates Mourn Death',2016-04-23,571bc4f338f0d84a765c08ec
